"Territory Name",created_timestamp,address_id,group,alias,address,address_2,member_id,first_name,last_name,email,phone,city,state,country_id,zipcode,lat,lng,curbside_lat,curbside_lng,schedule,schedule_blacklist,in_route_count,last_visited_timestamp,last_routed_timestamp,time_window_start,time_window_end,time_window_start_2,time_window_end_2,service_time,timezone,color,address_icon,address_stop_type,address_cube,address_pieces,address_reference_no,address_revenue,address_weight,address_priority,address_customer_po,"pud rte",courier_id,"act dt",kmeans
,"2017-11-20 07:31:23",23909632,,,"Unknown address 3940",,403634,,,,,,,0,,40.641,-73.922463,40.641,-73.922463,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKEE,thjones,20170802,1
,"2017-11-20 07:59:33",23910144,,,"Unknown address 3608",,403634,,,,,,,,,40.641141,-73.922295,40.641141,-73.922295,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKGH,racasian,20170828,1
,"2017-11-20 07:31:24",23909633,,,"Unknown address 3631",,403634,,,,,,,0,,40.641127,-73.922639,40.641127,-73.922639,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKLB,pjacobs,20170802,52
,"2017-11-20 07:59:33",23910145,,,"Unknown address 3356",,403634,,,,,,,,,40.641286,-73.921669,40.641286,-73.921669,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKFC,mosolima,20170818,1
,"2017-11-20 07:31:25",23909634,,,"Unknown address 2793",,403634,,,,,,,0,,40.642378,-73.923215,40.642378,-73.923215,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKFH,lgasp01,20170825,65
,"2017-11-20 07:59:33",23910146,,,"Unknown address 4210",,403634,,,,,,,,,40.640885,-73.922855,40.640885,-73.922855,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKFA,fgalioto,20170809,52
,"2017-11-20 07:31:26",23909635,,,"Unknown address 3892",,403634,,,,,,,0,,40.64102,-73.923113,40.64102,-73.923113,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKLC,dasricha,20170802,21
,"2017-11-20 07:59:33",23910147,,,"Unknown address 2525",,403634,,,,,,,,,40.687666,-73.991029,40.687666,-73.991029,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKLC,dasricha,20170810,45
,"2017-11-20 07:31:27",23909636,,,"Unknown address 3169",,403634,,,,,,,0,,40.641503,-73.922449,40.641503,-73.922449,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKLB,pjacobs,20170823,52
,"2017-11-20 07:59:33",23910148,,,"Unknown address 3801",,403634,,,,,,,,,40.641061,-73.922512,40.641061,-73.922512,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKGI,lgasp01,20170824,1
,"2017-11-20 07:31:28",23909637,,,"Unknown address 3321",,403634,,,,,,,0,,40.641315,-73.923036,40.641315,-73.923036,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKGC,mblair,20170822,21
,"2017-11-20 07:59:33",23910149,,,"Unknown address 2140",,403634,,,,,,,,,40.636148,-74.008388,40.636148,-74.008388,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKLC,dasricha,20170817,5
,"2017-11-20 07:31:30",23909638,,,"Unknown address 3119",,403634,,,,,,,0,,40.583484,-73.949192,40.583484,-73.949192,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKGA,pgengo,20170809,44
,"2017-11-20 07:59:33",23910150,,,"Unknown address 3551",,403634,,,,,,,,,40.641167,-73.922317,40.641167,-73.922317,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKHC,jexanthu,20170821,1
,"2017-11-20 07:31:31",23909639,,,"Unknown address 4180",,403634,,,,,,,0,,40.640902,-73.922795,40.640902,-73.922795,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKED,rassdetr,20170817,52
,"2017-11-20 07:59:33",23910151,,,"Unknown address 3863",,403634,,,,,,,,,40.641032,-73.9227,40.641032,-73.9227,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKEA,clarewhi,20170823,52
,"2017-11-20 07:31:33",23909640,,,"Unknown address 4463",,403634,,,,,,,0,,40.640698,-73.923202,40.640698,-73.923202,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKLA,tcallana,20170823,21
,"2017-11-20 07:59:33",23910152,,,"Unknown address 4036",,403634,,,,,,,,,40.640971,-73.922742,40.640971,-73.922742,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKFD,sromans,20170801,52
,"2017-11-20 07:31:34",23909641,,,"Unknown address 3862",,403634,,,,,,,0,,40.641032,-73.922637,40.641032,-73.922637,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKFE,mimorcig,20170803,1
,"2017-11-20 07:59:33",23910153,,,"Unknown address 2422",,403634,,,,,,,,,40.618452,-74.033366,40.618452,-74.033366,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKEA,clarewhi,20170801,48
,"2017-11-20 07:31:35",23909642,,,"Unknown address 3849",,403634,,,,,,,0,,40.641037,-73.922745,40.641037,-73.922745,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKGD,aramosj,20170811,52
,"2017-11-20 07:59:33",23910154,,,"Unknown address 35",,403634,,,,,,,,,40.64062,-73.922415,40.64062,-73.922415,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKEJ,gregohil,20170829,42
,"2017-11-20 07:31:38",23909643,,,"Unknown address 3804",,403634,,,,,,,0,,40.641061,-73.922683,40.641061,-73.922683,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKGP,lgasp01,20170821,52
,"2017-11-20 07:59:33",23910155,,,"Unknown address 4091",,403634,,,,,,,,,40.640941,-73.922768,40.640941,-73.922768,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKLA,tcallana,20170821,52
,"2017-11-20 07:31:39",23909644,,,"Unknown address 3133",,403634,,,,,,,0,,40.641545,-73.922725,40.641545,-73.922725,"[{""daily"":{""every"":1},""enabled"":true,""mode"":""daily""}]",,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,,,,,,,,BKGF,pjohn,20170828,21
,"2017-11-20 07:59:33",23910156,,,"Unknown address 11",,403634,,,,,,,,,40.640646,-73.922972,40.640646,-73.922972,[],,0,,,09:00:00,18:00:00,,,,,,,DELIVERY,0,0,,0,0,,,BKEC,jcondon,20170802,42
